file,features
135373,"[2.2083333333333335, 0.5208333333333334, 0.2916666666666667, 0.16666666666666666, 0.020833333333333332, 0.0, 0.0]"
135039,"[4.305882352941176, 0.44537815126050423, 0.18487394957983194, 0.12605042016806722, 0.025210084033613446, 0.07563025210084033, 0.14285714285714285]"
135365,"[2.0763157894736843, 0.5526315789473685, 0.3157894736842105, 0.013157894736842105, 0.013157894736842105, 0.0, 0.10526315789473684]"
135371,"[2.9820895522388065, 0.4925373134328358, 0.11940298507462686, 0.05970149253731343, 0.1044776119402985, 0.029850746268656716, 0.19402985074626866]"
135370,"[3.2560975609756095, 0.43902439024390244, 0.21951219512195122, 0.13414634146341464, 0.06097560975609756, 0.0, 0.14634146341463414]"
135364,"[4.178761061946901, 0.2743362831858407, 0.11504424778761062, 0.19469026548672566, 0.11504424778761062, 0.08849557522123894, 0.21238938053097345]"
135990,"[3.1632653061224483, 0.3979591836734694, 0.29591836734693877, 0.19387755102040816, 0.030612244897959183, 0.01020408163265306, 0.07142857142857142]"
135089,"[0.696, 0.84, 0.04, 0.04, 0.04, 0.0, 0.04]"
135339,"[6.438620689655171, 0.3448275862068966, 0.1310344827586207, 0.027586206896551724, 0.0896551724137931, 0.0896551724137931, 0.31724137931034485]"
135338,"[3.3937499999999994, 0.4375, 0.19791666666666666, 0.125, 0.041666666666666664, 0.041666666666666664, 0.15625]"
132117,"[3.73974358974359, 0.30128205128205127, 0.28205128205128205, 0.21794871794871795, 0.0641025641025641, 0.07051282051282051, 0.0641025641025641]"
132675,"[3.656756756756757, 0.4594594594594595, 0.06756756756756757, 0.10810810810810811, 0.12162162162162163, 0.08108108108108109, 0.16216216216216217]"
132310,"[3.6455026455026447, 0.31746031746031744, 0.06349206349206349, 0.19047619047619047, 0.31216931216931215, 0.031746031746031744, 0.08465608465608465]"
132272,"[0.6, 0.9, 0.0, 0.0, 0.0, 0.1, 0.0]"
132448,"[3.0666666666666673, 0.47368421052631576, 0.08771929824561403, 0.017543859649122806, 0.08771929824561403, 0.05263157894736842, 0.2807017543859649]"
132138,"[2.446896551724138, 0.4482758620689655, 0.41379310344827586, 0.11724137931034483, 0.013793103448275862, 0.0, 0.006896551724137931]"
132677,"[4.397333333333333, 0.41333333333333333, 0.16, 0.04, 0.10666666666666667, 0.04, 0.24]"
132139,"[3.2921568627450983, 0.4117647058823529, 0.058823529411764705, 0.058823529411764705, 0.28431372549019607, 0.0196078431372549, 0.16666666666666666]"
132449,"[5.319277108433732, 0.25301204819277107, 0.06626506024096386, 0.16265060240963855, 0.13253012048192772, 0.10240963855421686, 0.28313253012048195]"
132566,"[4.568181818181818, 0.44696969696969696, 0.015151515151515152, 0.045454545454545456, 0.25, 0.12878787878787878, 0.11363636363636363]"
132567,"[5.649484536082473, 0.5154639175257731, 0.041237113402061855, 0.07216494845360824, 0.020618556701030927, 0.07216494845360824, 0.27835051546391754]"
132773,"[2.413953488372093, 0.6046511627906976, 0.0, 0.0, 0.11627906976744186, 0.046511627906976744, 0.23255813953488372]"
132954,"[5.19745222929936, 0.37579617834394907, 0.09554140127388536, 0.08917197452229299, 0.12738853503184713, 0.050955414012738856, 0.2611464968152866]"
132789,"[4.473372781065086, 0.31952662721893493, 0.0650887573964497, 0.11834319526627218, 0.15384615384615385, 0.11834319526627218, 0.22485207100591717]"
132171,"[2.557894736842106, 0.5263157894736842, 0.23684210526315788, 0.043859649122807015, 0.008771929824561403, 0.017543859649122806, 0.16666666666666666]"
132561,"[5.269158878504672, 0.2803738317757009, 0.037383177570093455, 0.12149532710280374, 0.09345794392523364, 0.1308411214953271, 0.3364485981308411]"
132788,"[2.8064516129032264, 0.41935483870967744, 0.11290322580645161, 0.20967741935483872, 0.14516129032258066, 0.04838709677419355, 0.06451612903225806]"
132775,"[1.1666666666666667, 0.75, 0.16666666666666666, 0.08333333333333333, 0.0, 0.0, 0.0]"
132589,"[4.145833333333334, 0.20833333333333334, 0.08333333333333333, 0.25, 0.08333333333333333, 0.10416666666666667, 0.2708333333333333]"
132774,"[7.940740740740741, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.14814814814814814, 0.2222222222222222, 0.2962962962962963]"
132779,"[2.6311926605504588, 0.6697247706422018, 0.08256880733944955, 0.05504587155963303, 0.05504587155963303, 0.03669724770642202, 0.10091743119266056]"
132786,"[2.9604651162790696, 0.5116279069767442, 0.2558139534883721, 0.08139534883720931, 0.023255813953488372, 0.06976744186046512, 0.05813953488372093]"
132792,"[3.5999999999999996, 0.3691275167785235, 0.3087248322147651, 0.053691275167785234, 0.087248322147651, 0.03355704697986577, 0.1476510067114094]"
132962,"[4.45157894736842, 0.21052631578947367, 0.15789473684210525, 0.17894736842105263, 0.12631578947368421, 0.11052631578947368, 0.21578947368421053]"
132142,"[3.8938775510204082, 0.35714285714285715, 0.08163265306122448, 0.030612244897959183, 0.29591836734693877, 0.07142857142857142, 0.16326530612244897]"
132963,"[5.160538116591928, 0.21076233183856502, 0.12556053811659193, 0.17488789237668162, 0.13004484304932734, 0.13901345291479822, 0.21973094170403587]"
132793,"[5.411111111111112, 0.4444444444444444, 0.018518518518518517, 0.07407407407407407, 0.07407407407407407, 0.07407407407407407, 0.3148148148148148]"
132787,"[3.4742857142857155, 0.34285714285714286, 0.08571428571428572, 0.07142857142857142, 0.14285714285714285, 0.15714285714285714, 0.2]"
132778,"[2.0564102564102567, 0.6538461538461539, 0.23076923076923078, 0.01282051282051282, 0.01282051282051282, 0.0, 0.08974358974358974]"
132791,"[4.569832402234636, 0.2569832402234637, 0.16759776536312848, 0.1340782122905028, 0.13966480446927373, 0.19553072625698323, 0.10614525139664804]"
132961,"[3.217142857142858, 0.4095238095238095, 0.06666666666666667, 0.09523809523809523, 0.1619047619047619, 0.02857142857142857, 0.23809523809523808]"
132424,"[2.8676056338028166, 0.49295774647887325, 0.07042253521126761, 0.056338028169014086, 0.11267605633802817, 0.09859154929577464, 0.16901408450704225]"
132140,"[6.265822784810129, 0.189873417721519, 0.11392405063291139, 0.12658227848101267, 0.12658227848101267, 0.08438818565400844, 0.35864978902953587]"
132141,"[4.71190476190476, 0.25595238095238093, 0.08333333333333333, 0.1130952380952381, 0.1488095238095238, 0.11904761904761904, 0.27976190476190477]"
132784,"[2.778947368421053, 0.42105263157894735, 0.19736842105263158, 0.17105263157894737, 0.11842105263157894, 0.02631578947368421, 0.06578947368421052]"
132790,"[3.827397260273973, 0.410958904109589, 0.0684931506849315, 0.1643835616438356, 0.2054794520547945, 0.0, 0.1506849315068493]"
132019,"[4.398113207547169, 0.2641509433962264, 0.08490566037735849, 0.1320754716981132, 0.16981132075471697, 0.18867924528301888, 0.16037735849056603]"
132964,"[4.609448818897637, 0.33070866141732286, 0.14960629921259844, 0.11811023622047244, 0.11811023622047244, 0.13385826771653545, 0.14960629921259844]"
132794,"[4.720754716981133, 0.5094339622641509, 0.018867924528301886, 0.07547169811320754, 0.16981132075471697, 0.05660377358490566, 0.16981132075471697]"
132434,"[0.0, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285]"
132420,"[2.2051282051282053, 0.5299145299145299, 0.3418803418803419, 0.1282051282051282, 0.0, 0.0, 0.0]"
132568,"[5.427835051546389, 0.32989690721649484, 0.10309278350515463, 0.07731958762886598, 0.07216494845360824, 0.09278350515463918, 0.3247422680412371]"
132781,"[2.2705882352941176, 0.4852941176470588, 0.4411764705882353, 0.0, 0.04411764705882353, 0.0, 0.029411764705882353]"
132795,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
132965,"[4.381699346405228, 0.26143790849673204, 0.1830065359477124, 0.10457516339869281, 0.1111111111111111, 0.13725490196078433, 0.20261437908496732]"
132436,"[4.934920634920633, 0.21428571428571427, 0.047619047619047616, 0.18253968253968253, 0.1746031746031746, 0.14682539682539683, 0.23412698412698413]"
132040,"[1.0926829268292682, 0.6585365853658537, 0.17073170731707318, 0.0, 0.0, 0.0, 0.17073170731707318]"
132134,"[2.0839160839160837, 0.4825174825174825, 0.4755244755244755, 0.04195804195804196, 0.0, 0.0, 0.0]"
132914,"[1.8837209302325582, 0.627906976744186, 0.20930232558139536, 0.046511627906976744, 0.06976744186046512, 0.023255813953488372, 0.023255813953488372]"
132041,"[4.923636363636363, 0.36363636363636365, 0.01818181818181818, 0.07272727272727272, 0.2, 0.10909090909090909, 0.23636363636363636]"
132453,"[5.38108108108108, 0.3310810810810811, 0.05405405405405406, 0.06756756756756757, 0.3108108108108108, 0.0, 0.23648648648648649]"
132679,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
132678,"[1.8372093023255813, 0.5581395348837209, 0.023255813953488372, 0.09302325581395349, 0.13953488372093023, 0.09302325581395349, 0.09302325581395349]"
132122,"[2.97741935483871, 0.3790322580645161, 0.25, 0.3548387096774194, 0.0, 0.0, 0.016129032258064516]"
132042,"[2.175, 0.5, 0.25, 0.041666666666666664, 0.08333333333333333, 0.0, 0.125]"
132456,"[3.5374233128834356, 0.4294478527607362, 0.24539877300613497, 0.049079754601226995, 0.018404907975460124, 0.03680981595092025, 0.22085889570552147]"
132045,"[2.2561403508771933, 0.6140350877192983, 0.03508771929824561, 0.03508771929824561, 0.05263157894736842, 0.017543859649122806, 0.24561403508771928]"
132455,"[4.866666666666665, 0.3333333333333333, 0.10884353741496598, 0.06802721088435375, 0.09523809523809523, 0.10884353741496598, 0.2857142857142857]"
132118,"[3.9938650306748453, 0.2883435582822086, 0.15337423312883436, 0.1656441717791411, 0.12269938650306748, 0.09202453987730061, 0.17791411042944785]"
132454,"[6.498245614035083, 0.30994152046783624, 0.04678362573099415, 0.04678362573099415, 0.05263157894736842, 0.0935672514619883, 0.4502923976608187]"
104276,"[3.582113821138211, 0.3333333333333333, 0.10569105691056911, 0.2601626016260163, 0.056910569105691054, 0.056910569105691054, 0.18699186991869918]"
104277,"[1.25, 0.625, 0.0, 0.0, 0.375, 0.0, 0.0]"
104063,"[3.5604938271604936, 0.4074074074074074, 0.0, 0.04938271604938271, 0.4567901234567901, 0.012345679012345678, 0.07407407407407407]"
104062,"[1.2307692307692308, 0.717948717948718, 0.23076923076923078, 0.0, 0.02564102564102564, 0.02564102564102564, 0.0]"
104066,"[1.2, 0.5, 0.4090909090909091, 0.0, 0.045454545454545456, 0.0, 0.045454545454545456]"
104067,"[2.18125, 0.484375, 0.4375, 0.015625, 0.015625, 0.015625, 0.03125]"
104065,"[3.927659574468086, 0.46808510638297873, 0.02127659574468085, 0.0425531914893617, 0.19148936170212766, 0.010638297872340425, 0.26595744680851063]"
104064,"[1.2, 0.68, 0.14, 0.0, 0.0, 0.0, 0.18]"
104010,"[2.9825000000000004, 0.6375, 0.05, 0.0875, 0.05, 0.05, 0.125]"
104625,"[4.775784753363227, 0.2242152466367713, 0.08071748878923767, 0.13452914798206278, 0.20179372197309417, 0.19282511210762332, 0.16591928251121077]"
104779,"[3.554639175257732, 0.4845360824742268, 0.23711340206185566, 0.020618556701030927, 0.010309278350515464, 0.020618556701030927, 0.2268041237113402]"
104009,"[2.290140845070423, 0.5774647887323944, 0.08450704225352113, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.29577464788732394]"
104357,"[2.5361111111111114, 0.6527777777777778, 0.027777777777777776, 0.06944444444444445, 0.125, 0.013888888888888888, 0.1111111111111111]"
104356,"[2.8022727272727277, 0.5568181818181818, 0.1590909090909091, 0.03409090909090909, 0.06818181818181818, 0.03409090909090909, 0.14772727272727273]"
104008,"[1.614814814814815, 0.7222222222222222, 0.1111111111111111, 0.037037037037037035, 0.0, 0.0, 0.12962962962962962]"
104434,"[5.398924731182793, 0.23655913978494625, 0.13440860215053763, 0.0967741935483871, 0.12365591397849462, 0.0967741935483871, 0.3118279569892473]"
104780,"[4.88854961832061, 0.46564885496183206, 0.10687022900763359, 0.022900763358778626, 0.06870229007633588, 0.0916030534351145, 0.24427480916030533]"
104227,"[0.8, 0.6, 0.4, 0.0, 0.0, 0.0, 0.0]"
104068,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
104283,"[2.388888888888889, 0.4583333333333333, 0.3541666666666667, 0.1736111111111111, 0.013888888888888888, 0.0, 0.0]"
104724,"[4.406015037593985, 0.3007518796992481, 0.06015037593984962, 0.12781954887218044, 0.15037593984962405, 0.13533834586466165, 0.22556390977443608]"
104725,"[3.9958333333333322, 0.3055555555555556, 0.06944444444444445, 0.18055555555555555, 0.2013888888888889, 0.0763888888888889, 0.16666666666666666]"
104282,"[3.0772727272727276, 0.36363636363636365, 0.2840909090909091, 0.23863636363636365, 0.0625, 0.011363636363636364, 0.03977272727272727]"
104279,"[0.7999999999999999, 0.8235294117647058, 0.029411764705882353, 0.058823529411764705, 0.0, 0.029411764705882353, 0.058823529411764705]"
104668,"[1.8430379746835446, 0.6708860759493671, 0.17721518987341772, 0.10126582278481013, 0.012658227848101266, 0.0, 0.0379746835443038]"
104278,"[2.2857142857142856, 0.6666666666666666, 0.09523809523809523, 0.09523809523809523, 0.0, 0.14285714285714285, 0.0]"
104086,"[0.8461538461538461, 0.6923076923076923, 0.23076923076923078, 0.0, 0.07692307692307693, 0.0, 0.0]"
104284,"[2.544736842105263, 0.4342105263157895, 0.3815789473684211, 0.15789473684210525, 0.006578947368421052, 0.006578947368421052, 0.013157894736842105]"
103519,"[2.31264367816092, 0.6206896551724138, 0.25287356321839083, 0.022988505747126436, 0.0, 0.0, 0.10344827586206896]"
103518,"[3.35, 0.40625, 0.19791666666666666, 0.28125, 0.052083333333333336, 0.020833333333333332, 0.041666666666666664]"
103523,"[2.6652173913043478, 0.43478260869565216, 0.10869565217391304, 0.15217391304347827, 0.10869565217391304, 0.043478260869565216, 0.15217391304347827]"
103522,"[2.6945054945054947, 0.5604395604395604, 0.15384615384615385, 0.054945054945054944, 0.02197802197802198, 0.03296703296703297, 0.17582417582417584]"
103520,"[2.270967741935484, 0.6612903225806451, 0.14516129032258066, 0.016129032258064516, 0.0, 0.016129032258064516, 0.16129032258064516]"
103521,"[2.4278481012658233, 0.569620253164557, 0.02531645569620253, 0.02531645569620253, 0.1518987341772152, 0.0, 0.22784810126582278]"
103800,"[4.023529411764706, 0.3014705882352941, 0.23529411764705882, 0.15441176470588236, 0.11029411764705882, 0.0661764705882353, 0.1323529411764706]"
103808,"[2.6271999999999998, 0.408, 0.384, 0.2, 0.0, 0.0, 0.008]"
103600,"[3.411764705882353, 0.28921568627450983, 0.2696078431372549, 0.4215686274509804, 0.014705882352941176, 0.004901960784313725, 0.0]"
150018,"[4.4881818181818165, 0.2590909090909091, 0.18636363636363637, 0.2863636363636364, 0.04090909090909091, 0.05909090909090909, 0.16818181818181818]"
150268,"[2.358974358974359, 0.48717948717948717, 0.2564102564102564, 0.1794871794871795, 0.01282051282051282, 0.01282051282051282, 0.05128205128205128]"
150080,"[2.2222222222222223, 0.5757575757575758, 0.32323232323232326, 0.0, 0.010101010101010102, 0.0, 0.09090909090909091]"
150078,"[2.72436974789916, 0.47058823529411764, 0.23529411764705882, 0.15126050420168066, 0.06722689075630252, 0.03361344537815126, 0.04201680672268908]"
150079,"[2.948571428571429, 0.37857142857142856, 0.37142857142857144, 0.2357142857142857, 0.0, 0.007142857142857143, 0.007142857142857143]"
150287,"[3.6012903225806454, 0.2838709677419355, 0.25806451612903225, 0.36774193548387096, 0.03870967741935484, 0.01935483870967742, 0.03225806451612903]"
150063,"[4.718032786885245, 0.4918032786885246, 0.03278688524590164, 0.01639344262295082, 0.06557377049180328, 0.13114754098360656, 0.26229508196721313]"
150062,"[2.93968253968254, 0.5238095238095238, 0.15873015873015872, 0.0, 0.047619047619047616, 0.031746031746031744, 0.23809523809523808]"
150288,"[3.524855491329479, 0.30057803468208094, 0.23699421965317918, 0.35260115606936415, 0.04046242774566474, 0.023121387283236993, 0.046242774566473986]"
150267,"[3.316326530612245, 0.35714285714285715, 0.04081632653061224, 0.04081632653061224, 0.46938775510204084, 0.05102040816326531, 0.04081632653061224]"
150064,"[2.4425531914893615, 0.5319148936170213, 0.10638297872340426, 0.06382978723404255, 0.14893617021276595, 0.0425531914893617, 0.10638297872340426]"
150266,"[5.990624999999999, 0.453125, 0.0546875, 0.0234375, 0.1015625, 0.0, 0.3671875]"
150073,"[3.1663043478260864, 0.375, 0.20652173913043478, 0.09782608695652174, 0.2391304347826087, 0.0, 0.08152173913043478]"
150265,"[2.678260869565217, 0.43478260869565216, 0.34782608695652173, 0.13043478260869565, 0.021739130434782608, 0.0, 0.06521739130434782]"
150015,"[2.6476190476190484, 0.5119047619047619, 0.15476190476190477, 0.07142857142857142, 0.08333333333333333, 0.0, 0.17857142857142858]"
150017,"[2.580165289256199, 0.4462809917355372, 0.38016528925619836, 0.03305785123966942, 0.008264462809917356, 0.008264462809917356, 0.12396694214876033]"
102114,"[3.2575342465753425, 0.3972602739726027, 0.0547945205479452, 0.136986301369863, 0.1095890410958904, 0.1232876712328767, 0.1780821917808219]"
102112,"[4.058503401360544, 0.30612244897959184, 0.10884353741496598, 0.10884353741496598, 0.1836734693877551, 0.08843537414965986, 0.20408163265306123]"
102092,"[3.1091891891891894, 0.3783783783783784, 0.31891891891891894, 0.07567567567567568, 0.08108108108108109, 0.07027027027027027, 0.07567567567567568]"
102195,"[1.284848484848485, 0.6363636363636364, 0.24242424242424243, 0.030303030303030304, 0.0, 0.0, 0.09090909090909091]"
105141,"[3.810526315789474, 0.4342105263157895, 0.013157894736842105, 0.5, 0.013157894736842105, 0.0, 0.039473684210526314]"
105196,"[4.018947368421053, 0.35789473684210527, 0.07368421052631578, 0.12631578947368421, 0.2, 0.09473684210526316, 0.14736842105263157]"
105022,"[1.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]"
105142,"[0.7058823529411765, 0.7647058823529411, 0.23529411764705882, 0.0, 0.0, 0.0, 0.0]"
105145,"[2.779220779220779, 0.37012987012987014, 0.37662337662337664, 0.2532467532467532, 0.0, 0.0, 0.0]"
105408,"[2.526451612903226, 0.45161290322580644, 0.33548387096774196, 0.07096774193548387, 0.0064516129032258064, 0.03225806451612903, 0.1032258064516129]"
105144,"[4.650299401197603, 0.3592814371257485, 0.17365269461077845, 0.059880239520958084, 0.08383233532934131, 0.04790419161676647, 0.2754491017964072]"
105916,"[4.005217391304349, 0.43478260869565216, 0.25217391304347825, 0.043478260869565216, 0.008695652173913044, 0.034782608695652174, 0.22608695652173913]"
105719,"[5.74237288135593, 0.211864406779661, 0.09322033898305085, 0.13559322033898305, 0.13559322033898305, 0.1271186440677966, 0.2966101694915254]"
105718,"[3.9693693693693675, 0.2882882882882883, 0.0945945945945946, 0.24324324324324326, 0.11261261261261261, 0.11711711711711711, 0.14414414414414414]"
105917,"[2.792792792792793, 0.5855855855855856, 0.1891891891891892, 0.04504504504504504, 0.018018018018018018, 0.036036036036036036, 0.12612612612612611]"
105685,"[5.324096385542168, 0.27710843373493976, 0.09036144578313253, 0.12048192771084337, 0.16265060240963855, 0.09036144578313253, 0.25903614457831325]"
105450,"[3.8802721088435366, 0.2857142857142857, 0.272108843537415, 0.1360544217687075, 0.10204081632653061, 0.1564625850340136, 0.047619047619047616]"
105915,"[2.8392857142857166, 0.5, 0.0625, 0.008928571428571428, 0.017857142857142856, 0.008928571428571428, 0.4017857142857143]"
105914,"[5.37017543859649, 0.34210526315789475, 0.16666666666666666, 0.23684210526315788, 0.008771929824561403, 0.043859649122807015, 0.20175438596491227]"
105451,"[2.688888888888889, 0.5555555555555556, 0.1388888888888889, 0.08333333333333333, 0.10416666666666667, 0.034722222222222224, 0.08333333333333333]"
105119,"[0.3333333333333333, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0]"
105722,"[4.674725274725272, 0.21978021978021978, 0.12087912087912088, 0.13186813186813187, 0.15934065934065933, 0.14285714285714285, 0.22527472527472528]"
105683,"[5.146236559139782, 0.2956989247311828, 0.03225806451612903, 0.06989247311827956, 0.25268817204301075, 0.04838709677419355, 0.3010752688172043]"
105720,"[0.6285714285714287, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285]"
105912,"[2.006896551724138, 0.5632183908045977, 0.28735632183908044, 0.011494252873563218, 0.011494252873563218, 0.0, 0.12643678160919541]"
105443,"[3.6977777777777776, 0.2740740740740741, 0.15555555555555556, 0.18518518518518517, 0.2, 0.08888888888888889, 0.0962962962962963]"
105682,"[2.2352941176470593, 0.4957983193277311, 0.33613445378151263, 0.06722689075630252, 0.008403361344537815, 0.0, 0.09243697478991597]"
105670,"[3.014457831325302, 0.3795180722891566, 0.2891566265060241, 0.05421686746987952, 0.060240963855421686, 0.0783132530120482, 0.13855421686746988]"
105664,"[2.740594059405941, 0.6138613861386139, 0.09900990099009901, 0.019801980198019802, 0.16831683168316833, 0.019801980198019802, 0.07920792079207921]"
105671,"[4.379562043795619, 0.27007299270072993, 0.16058394160583941, 0.0, 0.145985401459854, 0.18248175182481752, 0.24087591240875914]"
105673,"[3.6719999999999997, 0.3466666666666667, 0.09333333333333334, 0.04, 0.30666666666666664, 0.13333333333333333, 0.08]"
105920,"[4.590163934426229, 0.3442622950819672, 0.06557377049180328, 0.45081967213114754, 0.02459016393442623, 0.00819672131147541, 0.10655737704918032]"
105713,"[3.805309734513275, 0.39823008849557523, 0.13274336283185842, 0.07079646017699115, 0.07079646017699115, 0.08849557522123894, 0.23893805309734514]"
105712,"[4.681599999999999, 0.312, 0.048, 0.088, 0.272, 0.04, 0.24]"
105672,"[3.0339622641509436, 0.4528301886792453, 0.018867924528301886, 0.07547169811320754, 0.3584905660377358, 0.05660377358490566, 0.03773584905660377]"
105662,"[4.899065420560748, 0.42990654205607476, 0.17757009345794392, 0.102803738317757, 0.037383177570093455, 0.009345794392523364, 0.24299065420560748]"
105919,"[4.259340659340659, 0.4175824175824176, 0.1978021978021978, 0.2087912087912088, 0.03296703296703297, 0.0, 0.14285714285714285]"
105716,"[3.4635897435897416, 0.29743589743589743, 0.11794871794871795, 0.21025641025641026, 0.14871794871794872, 0.06666666666666667, 0.15897435897435896]"
105717,"[5.126696832579183, 0.2986425339366516, 0.05429864253393665, 0.13574660633484162, 0.22171945701357465, 0.07692307692307693, 0.21266968325791855]"
105918,"[3.6308823529411764, 0.5073529411764706, 0.18382352941176472, 0.058823529411764705, 0.03676470588235294, 0.03676470588235294, 0.17647058823529413]"
105887,"[4.873758865248226, 0.2765957446808511, 0.014184397163120567, 0.11347517730496454, 0.3049645390070922, 0.05673758865248227, 0.23404255319148937]"
105715,"[4.096116504854368, 0.2669902912621359, 0.13592233009708737, 0.32524271844660196, 0.0970873786407767, 0.043689320388349516, 0.13106796116504854]"
105714,"[6.609859154929576, 0.3591549295774648, 0.14788732394366197, 0.04929577464788732, 0.035211267605633804, 0.09154929577464789, 0.31690140845070425]"
105890,"[3.631168831168832, 0.4025974025974026, 0.09090909090909091, 0.11688311688311688, 0.11688311688311688, 0.06493506493506493, 0.2077922077922078]"
105674,"[3.951612903225807, 0.5403225806451613, 0.28225806451612906, 0.0, 0.0, 0.0, 0.1774193548387097]"
105411,"[4.5525, 0.2125, 0.1625, 0.0625, 0.2375, 0.125, 0.2]"
